label,count,+1,0,-1,entropy,purity
AVLP224_a,2,2,0,0,-0.000000,1.000000
AVLP224_b,3,3,0,0,-0.000000,1.000000
AVLP225_a,2,2,0,0,-0.000000,1.000000
AVLP225_b,5,5,0,0,-0.000000,1.000000
AVLP226,1,1,0,0,-0.000000,1.000000
AVLP227,3,3,0,0,-0.000000,1.000000
AVLP228,3,3,0,0,-0.000000,1.000000
AVLP229,2,2,0,0,-0.000000,1.000000
AVLP230,2,2,0,0,-0.000000,1.000000
AVLP231,2,2,0,0,-0.000000,1.000000
AVLP232,6,6,0,0,-0.000000,1.000000
AVLP233,3,3,0,0,-0.000000,1.000000
AVLP234,2,2,0,0,-0.000000,1.000000
AVLP235,3,3,0,0,-0.000000,1.000000
AVLP236,2,2,0,0,-0.000000,1.000000
AVLP237_a,2,2,0,0,-0.000000,1.000000
AVLP237_b,3,3,0,0,-0.000000,1.000000
AVLP237_c,2,2,0,0,-0.000000,1.000000
AVLP238,2,2,0,0,-0.000000,1.000000
AVLP239,2,2,0,0,-0.000000,1.000000
AVLP240,3,3,0,0,-0.000000,1.000000
AVLP241,2,2,0,0,-0.000000,1.000000
AVLP242,3,3,0,0,-0.000000,1.000000
AVLP243,2,2,0,0,-0.000000,1.000000
AVLP244,3,3,0,0,-0.000000,1.000000
AVLP245,2,2,0,0,-0.000000,1.000000
AVLP246,2,2,0,0,-0.000000,1.000000
AVLP247,4,4,0,0,-0.000000,1.000000
AVLP248,5,5,0,0,-0.000000,1.000000
AVLP249,2,2,0,0,-0.000000,1.000000
AVLP250,3,3,0,0,-0.000000,1.000000
AVLP251,1,1,0,0,-0.000000,1.000000
AVLP252,1,1,0,0,-0.000000,1.000000
AVLP253,1,1,0,0,-0.000000,1.000000
AVLP254,1,1,0,0,-0.000000,1.000000
AVLP255,1,1,0,0,-0.000000,1.000000
AVLP256,2,2,0,0,-0.000000,1.000000
AVLP257,1,1,0,0,-0.000000,1.000000
AVLP258,1,1,0,0,-0.000000,1.000000
AVLP259,2,2,0,0,-0.000000,1.000000
AVLP260,1,1,0,0,-0.000000,1.000000
AVLP261,3,3,0,0,-0.000000,1.000000
AVLP262,2,2,0,0,-0.000000,1.000000
AVLP263,1,1,0,0,-0.000000,1.000000
AVLP264,2,2,0,0,-0.000000,1.000000
AVLP265,6,6,0,0,-0.000000,1.000000
AVLP266,1,1,0,0,-0.000000,1.000000
AVLP267,1,1,0,0,-0.000000,1.000000
AVLP268,1,1,0,0,-0.000000,1.000000
AVLP269,5,5,0,0,-0.000000,1.000000
AVLP270,3,3,0,0,-0.000000,1.000000
AVLP271,2,2,0,0,-0.000000,1.000000
AVLP272,3,3,0,0,-0.000000,1.000000
AVLP273,3,3,0,0,-0.000000,1.000000
AVLP274,2,2,0,0,-0.000000,1.000000
AVLP275,2,2,0,0,-0.000000,1.000000
AVLP276,2,2,0,0,-0.000000,1.000000
AVLP277,1,1,0,0,-0.000000,1.000000
AVLP278,3,3,0,0,-0.000000,1.000000
AVLP279,5,5,0,0,-0.000000,1.000000
AVLP280,1,1,0,0,-0.000000,1.000000
AVLP281,1,1,0,0,-0.000000,1.000000
AVLP282,2,2,0,0,-0.000000,1.000000
AVLP283,2,2,0,0,-0.000000,1.000000
AVLP284,1,1,0,0,-0.000000,1.000000
AVLP285,2,2,0,0,-0.000000,1.000000
AVLP286,1,1,0,0,-0.000000,1.000000
AVLP287,2,2,0,0,-0.000000,1.000000
AVLP288,2,2,0,0,-0.000000,1.000000
AVLP289,1,1,0,0,-0.000000,1.000000
AVLP290,3,3,0,0,-0.000000,1.000000
AVLP291,2,2,0,0,-0.000000,1.000000
AVLP292,2,2,0,0,-0.000000,1.000000
AVLP293,3,3,0,0,-0.000000,1.000000
AVLP294,3,3,0,0,-0.000000,1.000000
AVLP295,2,2,0,0,-0.000000,1.000000
AVLP296,2,2,0,0,-0.000000,1.000000
AVLP297,5,5,0,0,-0.000000,1.000000
AVLP298,3,3,0,0,-0.000000,1.000000
AVLP299_a,3,3,0,0,-0.000000,1.000000
AVLP299_b,3,3,0,0,-0.000000,1.000000
AVLP299_c,2,2,0,0,-0.000000,1.000000
AVLP300_a,2,2,0,0,-0.000000,1.000000
AVLP300_b,2,2,0,0,-0.000000,1.000000
AVLP301,3,3,0,0,-0.000000,1.000000
