step,node_index,body_id,prev_value,new_value
1,175348,2590382058,1,0
1,175405,2465077499,1,0
1,175487,2466821423,1,0
1,175568,2593809137,1,0
1,175576,2468491871,1,0
1,175717,2472769017,1,0
1,175720,2472769354,1,0
1,175724,2472769340,1,0
1,175813,2522354299,1,0
1,175966,2494492364,1,0
1,175972,2494777128,1,0
1,175997,2495118136,1,0
1,176056,2496155709,1,0
1,176074,2496482293,1,0
1,176339,2519807487,1,0
1,176568,2526209546,1,0
1,176735,2534498336,1,0
1,176744,2565870187,1,0
1,176758,2629308034,1,0
1,176796,2550842920,1,0
1,176812,2551184118,1,0
1,176826,2551848149,1,0
1,176867,2553070104,1,0
1,176945,2554576877,1,0
1,177087,2562386190,1,0
1,177143,2566552287,1,0
1,177165,2597246067,1,0
1,177243,5813081841,1,0
1,177244,2581881806,1,0
1,177319,2584593208,1,0
1,177376,2586608433,1,0
1,177377,2586626409,1,0
1,177391,2587981809,1,0
1,177392,2587990485,1,0
1,177428,2590770308,1,0
1,177455,2593105610,1,0
1,177579,2613593946,1,0
1,177599,2614980272,1,0
1,177685,2620337323,1,0
1,177710,2622094473,1,0
1,177775,2627261593,1,0
1,177782,2627602733,1,0
1,177807,2643610331,1,0
1,177811,2643946802,1,0
1,177833,2645337414,1,0
1,177882,2648721709,1,0
1,177894,2649062902,1,0
1,177933,2683771166,1,0
1,177969,2656932548,1,0
1,178026,2674986824,1,0
1,178035,2675663951,1,0
1,178050,2739438912,1,0
1,178079,2678051477,1,0
1,178181,2716589011,1,0
1,178219,2768436780,1,0
1,178236,2706370724,1,0
1,178239,2706383902,1,0
1,178240,2706699032,1,0
1,178260,2708071632,1,0
1,178265,2770473951,1,0
1,178272,5813062820,1,0
1,178310,2710118978,1,0
1,178322,2709794705,1,0
1,178329,2711473642,1,0
1,178350,2741835052,1,0
1,178367,2742167648,1,0
1,178423,2712173605,1,0
1,178428,5813008622,1,0
1,178434,2744559204,1,0
1,178444,2714543160,1,0
1,178508,2737733787,1,0
1,178549,2801850051,1,0
1,178564,2740142786,1,0
1,178565,2740147040,1,0
1,178583,2802890881,1,0
1,178608,2741157780,1,0
1,178634,2742508745,1,0
1,178707,2770815075,1,0
1,178723,5813026244,1,0
1,178734,2771842444,1,0
1,178743,2771864402,1,0
1,178768,2773207068,1,0
1,178805,2799803754,1,0
1,178819,2800170850,1,0
1,178830,2802190984,1,0
1,178831,2802191326,1,0
1,178837,2802881690,1,0
1,178853,2831183772,1,0
1,179032,5813000427,1,0
1,179144,5813006952,1,0
1,179165,5813008046,1,0
1,179227,5813009187,1,0
1,179249,5813012316,1,0
1,179263,5813014440,1,0
1,179378,5813026238,1,0
1,179587,5901217254,1,0
1,179627,5813078144,1,0
1,179651,5813087545,1,0
1,179659,5813095411,1,0
1,179662,5813097571,1,0
1,179680,5813105440,1,0
1,179712,5813129237,1,0
2,4426,237349740,1,0
2,15916,330761298,1,0
2,16576,2380023726,1,0
2,31247,361825807,1,0
2,38043,519729185,1,0
2,58901,1723597944,1,0
2,60009,635018282,1,0
2,80178,5812979239,1,0
2,84432,1980027040,1,0
2,104017,1192628285,1,0
2,104494,5812992163,1,0
2,110222,1346779928,1,0
2,110287,5901208574,1,0
2,117692,1377473117,1,0
2,119981,1908128122,1,0
2,121584,1439884691,1,0
2,124197,1912220672,1,0
2,127811,1548188827,1,0
2,128417,5813007646,1,0
2,136682,1652694578,1,0
2,149326,1821170011,1,0
2,150449,1848104370,1,0
2,151949,1881531925,1,0
2,152816,1904380435,1,0
2,153085,1908123366,1,0
2,155625,1964019561,1,0
2,165354,2377636001,1,0
2,169294,2302938990,1,0
2,172674,2376047396,1,0
2,174605,2435069847,1,0
2,174761,2468488058,1,0
2,175713,2534835425,1,0
2,175715,5813003221,1,0
2,175719,2472769210,1,0
2,176335,2508889803,1,0
2,177037,2653077717,1,0
2,177800,2628967033,1,0
2,178215,2705684421,1,0
2,178403,2711132643,1,0
2,178742,2771863796,1,0
2,178765,2772887298,1,0
2,178841,5813008518,1,0
3,174901,2503799725,1,0
3,178775,2773224406,1,0
